Arbol,Altura,DAP,Latitud NG,Latitud NM,Latitud NS,Longitud OG,Longitud OM,Longitud OS,Especie,Acro,Crecimiento,Rep,Tip Rep,Orientacion,Cobertura,
69,12.6,30,19,29,17.9,97,2,25.8,Ocellularia sp. 1,OcSp1,Cos,NaN,NaN,NaN,NaN,
69,12.6,30,19,29,17.9,97,2,25.8,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,Sureste,84,
69,12.6,30,19,29,17.9,97,2,25.8,Parmotrema flavescens,PaFla,Fol,Asex,Isid,Noroeste,72,
69,12.6,30,19,29,17.9,97,2,25.8,Usnea sp.,UsSp,Frut,NaN,NaN,NaN,NaN,
70,6,8,19,29,17.9,97,2,25.8,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Graphis aff. lineola,Grali,Cos,Sex,Lirel,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Graphis pinicola,GrPin,Cos,Sex,Lirel,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Hemithecium implicatum,HeImp,Cos,Sex,Lirel,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
71,3.5,3,19,29,17.9,97,2,25.8,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
72,10,19,19,29,17.9,97,2,25.8,Fibrillithecis confusa,FiCon,Cos,Asex,Isid,Sur,72,
72,10,19,19,29,17.9,97,2,25.8,Graphis leptoclada,GrLep,Cos,Sex,Lirel,Norte,8,
72,10,19,19,29,17.9,97,2,25.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,Norte,4,
72,10,19,19,29,17.9,97,2,25.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
72,10,19,19,29,17.9,97,2,25.8,Parmotrema sp. ,PaSp,Fol,NaN,NaN,Sur,32,
72,10,19,19,29,17.9,97,2,25.8,Porina distans,PorDi,Cos,Asex,Isid,Norte,4,
73,20,59,19,29,17.9,97,2,25.8,Graphis mexicana,GrMex,Cos,Sex,Lirel,NaN,NaN,
73,20,59,19,29,17.9,97,2,25.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,NaN,NaN,
73,20,59,19,29,17.9,97,2,25.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Este,72,
73,20,59,19,29,17.9,97,2,25.8,Hypotrachyna cf. pulvinata,HyPul,Fol,Sex,Apot,NaN,NaN,
73,20,59,19,29,17.9,97,2,25.8,Sticta beauvoisii,StBea,Fol,Asex,Isid,NaN,NaN,
74,11,15,19,29,17.9,97,2,25.8,Cladonia coniocraea,ClCon,Com,Sex,apot,NaN,NaN,
74,11,15,19,29,17.9,97,2,25.8,Parmotrema mellissii,PaMe,Fol,Asex,Isid,NaN,NaN,
75,13.8,10,19,29,17.9,97,2,25.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
75,13.8,10,19,29,17.9,97,2,25.8,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,NaN,NaN,
75,13.8,10,19,29,17.9,97,2,25.8,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
75,13.8,10,19,29,17.9,97,2,25.8,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,NaN,NaN,
76,15.1,18,19,29,17.9,97,2,25.8,Cladonia coniocraea,ClCon,Com,Sex,apot,Sur,8,
76,15.1,18,19,29,17.9,97,2,25.8,Cladonia coniocraea,ClCon,Com,Sex,apot,Norte,8,
76,15.1,18,19,29,17.9,97,2,25.8,Cresponea sp.,CrChl,Cos,Sex,apot,Sur,24,
76,15.1,18,19,29,17.9,97,2,25.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Norte,84,
76,15.1,18,19,29,17.9,97,2,25.8,Ocellularia landronii,OcLa,Cos,Sex,Apot,Sur,92,
76,15.1,18,19,29,17.9,97,2,25.8,Parmotrema sp. ,PaSp,Fol,NaN,NaN,Sur,4,
76,15.1,18,19,29,17.9,97,2,25.8,Porina distans,PorDi,Cos,Asex,Isid,NaN,NaN,
76,15.1,18,19,29,17.9,97,2,25.8,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
77,18,29,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Sur,4,
77,18,29,19,29,19,97,2,26.8,Herpothallon sp.,HeSp,Cos,Asex,Isid,Sur,8,
78,16,16,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Hyperphyscia syncolla,HySy,Fol,Sex,Apot,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Hypotrachyna vexans,HyVex,Fol,Asex,Isid,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Parmotrema rampoddense,PaRam,Fol,Asex,Sor,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,NaN,NaN,
78,16,16,19,29,19,97,2,26.8,Usnea cf. subfloridana,UsSub,Frut,Asex,Sor,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Diorygma reinforme,DiRe,Cos,Sex,Lirel,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Graphis pinicola,GrPin,Cos,Sex,Lirel,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
79,5,4,19,29,19,97,2,26.8,Physcia sp.,PhsSp,Fol,NaN,NaN,NaN,NaN,
80,6,9,19,29,19,97,2,26.8,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
80,6,9,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
80,6,9,19,29,19,97,2,26.8,Phaeographis aff. dendritica,PhDen,Cos,Sex,Lirel,NaN,NaN,
80,6,9,19,29,19,97,2,26.8,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
80,6,9,19,29,19,97,2,26.8,Ramalina leptocarpha,RaLpt,Frut,Sex,Apot,NaN,NaN,
81,4.5,4,19,29,19,97,2,26.8,Brigantiaea leucoxantha,BrLeu,Cos,Sex,apot,NaN,NaN,
81,4.5,4,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
81,4.5,4,19,29,19,97,2,26.8,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
81,4.5,4,19,29,19,97,2,26.8,Phlyctis boliviensis,PhBol,Cos,Sex,Apot,NaN,NaN,
82,6.5,6,19,29,19,97,2,26.8,Graphis chlorotica,GrChl,Cos,Sex,Lirel,NaN,NaN,
82,6.5,6,19,29,19,97,2,26.8,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,NaN,NaN,
82,6.5,6,19,29,19,97,2,26.8,Punctelia hypoleucites,PuHyp,Fol,Sex,Apot,NaN,NaN,
83,4,6,19,29,19,97,2,26.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,NaN,NaN,
83,4,6,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
83,4,6,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
83,4,6,19,29,19,97,2,26.8,Ocellularia sp. 1,OcSp1,Cos,NaN,NaN,NaN,NaN,
83,4,6,19,29,19,97,2,26.8,Pertusaria sp.,PeSp,Cos,NaN,NaN,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Hemithecium implicatum,HeImp,Cos,Sex,Lirel,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Pertusaria sp.,PeSp,Cos,NaN,NaN,NaN,NaN,
84,2,2,19,29,19,97,2,26.8,Pseudopyrenula subnudata,PsSu,Cos,Sex,Perit,NaN,NaN,
85,22,26,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Oeste,4,
85,22,26,19,29,19,97,2,26.8,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,Oeste,4,
85,22,26,19,29,19,97,2,26.8,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,Este,4,
86,13,15,19,29,19,97,2,26.8,Herpothallon philippinum,HePhi,Cos,Asex,Isid,NaN,NaN,
86,13,15,19,29,19,97,2,26.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,NaN,NaN,
86,13,15,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Leptogium sp.,LeSp,Fol,NaN,NaN,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,NaN,NaN,
87,15,13,19,29,19,97,2,26.8,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
88,20,27,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
88,20,27,19,29,19,97,2,26.8,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
88,20,27,19,29,19,97,2,26.8,Herpothallon philippinum,HePhi,Cos,Asex,Isid,Sur,16,
88,20,27,19,29,19,97,2,26.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,Sur,28,
88,20,27,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Sur,16,
88,20,27,19,29,19,97,2,26.8,Hypotrachyna cf. pulvinata,HyPul,Fol,Sex,Apot,Sur,12,
88,20,27,19,29,19,97,2,26.8,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,Sur,8,
88,20,27,19,29,19,97,2,26.8,Parmotrema flavescens,PaFla,Fol,Asex,Isid,Norte,20,
89,22,24,19,29,19,97,2,26.8,Fibrillithecis confusa,FiCon,Cos,Asex,Isid,Este,4,
89,22,24,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Este,4,
89,22,24,19,29,19,97,2,26.8,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,Este,80,
89,22,24,19,29,19,97,2,26.8,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,Oeste,104,
89,22,24,19,29,19,97,2,26.8,Ocellularia landronii,OcLa,Cos,Sex,Apot,Oeste,36,
89,22,24,19,29,19,97,2,26.8,Parmotrema subisidiosum,PaSub,Fol,Asex,Isid,Este,16,
89,22,24,19,29,19,97,2,26.8,Phyllopsora sp.,PhlSp,Cos,NaN,NaN,Este,68,
89,22,24,19,29,19,97,2,26.8,Polyblastidium japonicum,PolJa,Fol,Asex,Sor,Este,4,
90,20,25,19,29,19,97,2,26.8,Brigantiaea leucoxantha,BrLeu,Cos,Sex,apot,Noroeste,16,
90,20,25,19,29,19,97,2,26.8,Fibrillithecis confusa,FiCon,Cos,Asex,Isid,Sureste,36,
90,20,25,19,29,19,97,2,26.8,Herpothallon roseocintum,HeRos,Cos,Asex,Isid,Sureste,16,
90,20,25,19,29,19,97,2,26.8,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,Sureste,12,
90,20,25,19,29,19,97,2,26.8,Leptogium cyanescens,LeCya,Fol,Asex,Isid,NaN,NaN,
90,20,25,19,29,19,97,2,26.8,Parmotrema reticulatum,PaRet,Fol,Asex,Sor,Sureste,64,
90,20,25,19,29,19,97,2,26.8,Usnea cf. mexicana,UsMex,Frut,Asex,Sor,Sureste,24,
91,20,16,19,29,19,97,2,26.8,Fibrillithecis confusa,FiCon,Cos,Asex,Isid,NaN,NaN,
91,20,16,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
91,20,16,19,29,19,97,2,26.8,Ramalina leptocarpha,RaLpt,Frut,Sex,Apot,NaN,NaN,
92,8,10,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
92,8,10,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
92,8,10,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
92,8,10,19,29,19,97,2,26.8,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,NaN,NaN,
92,8,10,19,29,19,97,2,26.8,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
93,2.5,0.04,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
93,2.5,4,19,29,19,97,2,26.8,Thalloloma sp.,ThSp,Cos,NaN,NaN,NaN,NaN,
94,6,8,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
94,6,8,19,29,19,97,2,26.8,Parmotrema cf. latissimum,PaLat,Fol,Sex,Apot,NaN,NaN,
94,6,8,19,29,19,97,2,26.8,Punctelia hypoleucites,PuHyp,Fol,Sex,Apot,NaN,NaN,
95,1.5,2,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
95,1.5,2,19,29,19,97,2,26.8,Graphis aff. lineola,Grali,Cos,Sex,Lirel,NaN,NaN,
95,1.5,2,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
95,1.5,2,19,29,19,97,2,26.8,Graphis pinicola,GrPin,Cos,Sex,Lirel,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Opegrapha sp.,OpSp,Cos,NaN,NaN,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Thalloloma sp.,ThSp,Cos,NaN,NaN,NaN,NaN,
96,1.7,2,19,29,19,97,2,26.8,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
97,2,6,19,29,19,97,2,26.8,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
97,2,6,19,29,19,97,2,26.8,Herpothallon sp.,HeSp,Cos,Asex,Isid,NaN,NaN,
97,2,6,19,29,19,97,2,26.8,Punctelia hypoleucites,PuHyp,Fol,Sex,Apot,NaN,NaN,
98,10,33,19,29,19.4,97,2,27.4,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,Oeste,32,
98,10,33,19,29,19.4,97,2,27.4,Hypotrachyna cf. punoensis,HyPun,Fol,Asex,Sor,NaN,NaN,
98,10,33,19,29,19.4,97,2,27.4,Ocellularia subcarassensis,OcSbc,Cos,Sex,Apot,Oeste,100,
98,10,33,19,29,19.4,97,2,27.4,Parmotrema cf. subarnoldii,PaSba,Fol,Asex,Sor,Oeste,108,
98,10,33,19,29,19.4,97,2,27.4,Remototrachyna aff. costaricensis,ReCst,Fol,Asex,Isid,Este,180,
98,10,33,19,29,19.4,97,2,27.4,Syncesia farinacea,SyFa,Cos,Sex,Apot,Este,168,
98,10,33,19,29,19.4,97,2,27.4,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,NaN,NaN,
98,10,33,19,29,19.4,97,2,27.4,Usnea cf. mexicana,UsMex,Frut,Asex,Sor,Este,68,
99,6,7,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Hypotrachyna cf. subformosana,HySub,Fol,Asex,Sor,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Ocellularia subcarassensis,OcSbc,Cos,,Sex,Apot,NaN,NaN
99,6,7,19,29,19.4,97,2,27.4,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Punctelia hypoleucites,PuHyp,Fol,Sex,Apot,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Sarcographa intricans,SaIn,Cos,Sex,Lirel,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Thalloloma sp.,ThSp,Cos,NaN,NaN,NaN,NaN,
99,6,7,19,29,19.4,97,2,27.4,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
100,15,39,19,29,19.4,97,2,27.4,Herpothallon philippinum,HePhi,Cos,Asex,Isid,Este,104,
100,15,39,19,29,19.4,97,2,27.4,Ocellularia sp. 1,OcSp1,Cos,NaN,NaN,NaN,NaN,
100,15,39,19,29,19.4,97,2,27.4,Sticta beauvoisii,StBea,Fol,Asex,Isid,NaN,NaN,
101,8,8,19,29,19.4,97,2,27.4,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
101,8,8,19,29,19.4,97,2,27.4,Leptogium cyanescens,LeCya,Fol,Asex,Isid,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Astrothelium degenerans,AsDeg,Cos,Sex,apot,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Ocellularia praestantoides,OcPra,Cos,Sex,Apot,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Parmotrema subisidiosum,PaSub,Fol,Asex,Isid,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Pseudopyrenula subnudata,PsSu,Cos,Sex,Perit,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Sarcographa intricans,SaIn,Cos,Sex,Lirel,NaN,NaN,
102,5,4,19,29,19.4,97,2,27.4,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Graphis pinicola,GrPin,Cos,Sex,Lirel,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Leptogium cyanescens,LeCya,Fol,Asex,Isid,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Parmotrema subisidiosum,PaSub,Fol,Asex,Isid,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Porina nucula,PorNu,Cos,Sex,Perit,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Thalloloma sp.,ThSp,Cos,NaN,NaN,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Thelotrema lepadium,ThLep,Cos,Sex,Apot,NaN,NaN,
103,7,8,19,29,19.4,97,2,27.4,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Graphis ingarum,GrIng,Cos,Sex,Lirel,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Graphis rimulosa,GrRim,Cos,Sex,Lirel,NaN,NaN,
104,6,0.07,19,29,19.4,97,2,27.4,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Ocellularia landronii,OcLa,Cos,Sex,Apot,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Parmotrema reticulatum,PaRet,Fol,Asex,Sor,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Parmotrema subisidiosum,PaSub,Fol,Asex,Isid,NaN,NaN,
104,6,0.07,19,29,19.4,97,2,27.4,Polyblastidium japonicum,PolJa,Fol,Asex,Sor,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Sarcographa intricans,SaIn,Cos,Sex,Lirel,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Thalloloma sp.,ThSp,Cos,NaN,NaN,NaN,NaN,
104,6,7,19,29,19.4,97,2,27.4,Usnea cf. brasiliensis,UsBra,Frut,Asex,Sor,NaN,NaN,
105,11,13,19,29,19.4,97,2,27.4,Cladonia coniocraea,ClCon,Com,Sex,apot,NaN,NaN,
105,11,13,19,29,19.4,97,2,27.4,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
105,11,13,19,29,19.4,97,2,27.4,Parmotrema flavescens,PaFla,Fol,Asex,Isid,NaN,NaN,
105,11,13,19,29,19.4,97,2,27.4,Parmotrema reticulatum,PaRet,Fol,Asex,Sor,NaN,NaN,
106,6,8,19,29,19.4,97,2,27.4,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
106,6,8,19,29,19.4,97,2,27.4,Sarcographa intricans,SaIn,Cos,Sex,Lirel,NaN,NaN,
107,2,1,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
107,2,1,19,29,19.4,97,2,27.4,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
107,2,1,19,29,19.4,97,2,27.4,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
107,2,1,19,29,19.4,97,2,27.4,Sarcographa intricans,SaIn,Cos,Sex,Lirel,NaN,NaN,
108,7,6,19,29,19.4,97,2,27.4,Herpothallon rubrocinctum,HeRub,Cos,Asex,Isid,NaN,NaN,
108,7,6,19,29,19.4,97,2,27.4,Hypotrachyna sp. ,HySp,Fol,NaN,NaN,NaN,NaN,
108,7,6,19,29,19.4,97,2,27.4,Parmotrema peralbidum,PaPer,Fol,Sex,Apot,NaN,NaN,
108,7,6,19,29,19.4,97,2,27.4,Parmotrema sp. ,PaSp,Fol,NaN,NaN,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Graphis aff. dupaxana,GrDup,Cos,Sex,Lirel,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Graphis aff. immersicans,GrIm,Cos,Sex,Lirel,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Graphis conferta,GrCon,Cos,Sex,Lirel,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Graphis sp.,GrSp,Cos,Sex,Lirel,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Lopezaria versicolor,LoVer,Cos,Sex,Apot,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Malmidea vinosa,MaVin,Cos,Sex,Apot,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Ocellularia subcarassensis,OcSbc,Cos,Sex,Apot,NaN,NaN,
109,2.5,2,19,29,19.4,97,2,27.4,Ocellularia subpyrenuloides,OcSbp,Cos,Sex,Apot,NaN,NaN,
